Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
3483,559,559,50426,42549,0.67,373,47698,45032,0.10,58,548,536,559,55481,45721,559,2675,363,0.13,71,245695,61508,0.13,70,209203,32676,0.71,396,13079,9117,602,127027,46703
3485,167,167,46926,37433,0.59,98,46803,39802,0.10,17,4132,569,167,51790,43459,167,3898,431,0.13,22,77223,32219,0.13,21,55599,22781,0.72,121,9966,6950,174,149532,50484
3490,706,706,46217,43177,0.66,464,51634,47496,0.11,76,3646,1184,706,49004,44260,706,2424,536,0.08,59,154644,50212,0.08,55,152787,47916,0.72,506,12631,8523,780,149919,58299
3491,79,79,63964,45958,0.63,50,32703,31812,0.16,13,288,2099,79,66476,46459,79,2097,150,0.08,6,347886,168256,0.08,6,338801,104414,0.71,56,21250,12380,78,96197,33749
3494,355,355,40418,36061,0.73,260,42353,39724,0.08,30,3113,3242,355,43190,37783,355,2420,450,0.06,22,148447,51636,0.06,21,140032,38850,0.72,254,9291,6336,445,65489,21244
3496,3776,3776,43646,39344,0.78,2956,46483,43461,0.10,360,729,268,3776,45854,41512,3776,2074,582,0.07,282,117792,41080,0.07,270,112940,27928,0.73,2755,10966,7409,4302,100031,39448
3498,3264,3264,53357,44408,0.79,2566,51596,46009,0.12,382,1746,705,3264,55951,46406,3264,2482,686,0.09,284,104509,40692,0.08,275,84903,21893,0.76,2465,14358,9043,3552,126667,51052
3500,18511,18511,49566,42048,0.84,15482,49550,44532,0.09,1731,1391,551,18511,51836,44018,18511,2245,692,0.06,1164,69860,31374,0.06,1103,51047,14276,0.75,13966,12563,7912,21448,103308,31694
3501,2023,2023,54946,45946,0.78,1577,54934,48150,0.14,280,410,-120,2023,57674,48487,2023,2667,755,0.10,208,70132,34101,0.10,201,52833,16661,0.78,1569,14426,9716,2145,153006,64843
3505,2657,2657,47562,42053,0.79,2104,51242,47224,0.11,301,653,588,2657,50247,44388,2657,2471,834,0.08,217,104210,33569,0.08,214,99251,20878,0.75,1987,11653,8299,3234,109855,42157
3507,77,77,44491,37751,0.49,38,39982,36836,0.18,14,4113,2480,77,46967,39148,77,2446,320,0.08,6,46624,34957,0.08,6,35457,8700,0.62,48,16485,8850,86,135006,66522
3509,144,144,48860,40174,0.51,74,39642,37064,0.18,26,16500,2585,144,52586,45324,144,2868,228,0.11,16,53727,24314,0.11,16,49802,14514,0.68,98,13906,10961,136,210261,67721
3512,210,210,34483,29352,0.61,129,41877,32770,0.11,24,1337,2082,210,37179,32377,210,2324,144,0.12,25,201326,56153,0.11,24,208040,56668,0.58,121,12259,8633,212,146382,68816
3515,1396,1396,55883,50650,0.84,1175,57972,54584,0.11,157,-94,-168,1396,58338,52665,1396,2433,882,0.07,99,57937,24986,0.07,103,46084,17463,0.78,1090,14691,10701,1485,117721,60195
3516,415,415,53246,45800,0.70,292,52234,50073,0.12,51,4965,3492,415,56349,48121,415,2716,574,0.08,32,145623,27608,0.09,38,101031,12964,0.73,305,14808,9797,450,128461,62267
3517,707,707,45195,38212,0.68,479,48958,45599,0.11,81,1930,1261,707,47727,39766,707,2100,405,0.11,75,99799,44328,0.11,77,73473,24753,0.66,470,11833,8271,770,112578,46301
3518,640,640,45924,37014,0.64,407,45720,43708,0.11,69,3549,1766,640,48251,39562,640,2006,392,0.13,86,96235,47170,0.13,86,77862,29745,0.65,416,12569,7800,665,116921,40889
3520,50,50,34839,29091,0.60,30,37487,34651,0.04,2,1934,1934,50,36924,30638,50,1602,112,0.14,7,568033,28820,0.14,7,545194,82514,0.62,31,7083,6614,65,43488,22756
3521,421,421,55644,46716,0.78,327,59751,52800,0.09,38,-283,127,421,58404,49203,421,2364,821,0.14,59,105596,48906,0.14,58,82652,36254,0.78,330,14295,9556,454,108993,63066
3522,167,167,50756,40177,0.74,124,56793,46866,0.16,26,847,954,167,53355,44854,167,2002,500,0.14,23,95398,39887,0.14,24,74900,32142,0.66,111,15661,11614,190,149241,57608
3523,1854,1854,48327,39563,0.73,1346,52117,46253,0.12,226,1795,658,1854,50479,40986,1854,1967,556,0.11,211,77774,30918,0.11,208,66081,17936,0.69,1285,13095,8690,2173,125761,64601
3525,732,732,45927,38814,0.64,469,44835,39696,0.10,72,2638,2298,732,48842,41586,732,2471,340,0.11,81,92522,28078,0.11,77,83134,19330,0.68,496,11694,7649,800,155571,60860
3527,427,427,45440,37360,0.63,269,44812,38957,0.11,48,451,1036,427,49934,39088,427,2347,267,0.14,58,201220,35690,0.14,59,174692,24853,0.64,275,11769,8290,460,152741,67392
3530,72,72,47979,45461,0.61,44,46387,41248,0.14,10,-4103,-2032,72,53230,47760,72,4397,464,0.14,10,75595,47076,0.14,10,57961,11656,0.83,60,8932,6533,73,149952,64450
3531,117,117,53303,41747,0.65,76,41427,38905,0.09,10,19666,3785,117,59108,46679,117,5570,375,0.09,10,119622,43880,0.09,11,76677,16478,0.74,86,15052,9031,124,165983,57551
3533,403,403,51009,44402,0.66,264,47143,43044,0.10,41,2824,2053,403,54937,45538,403,3776,579,0.10,42,113808,34442,0.10,40,110864,33046,0.72,290,12869,10511,427,141229,56971
3537,589,589,48120,38785,0.65,384,46083,39244,0.12,71,2747,790,589,51208,41140,589,2753,402,0.10,56,124151,52948,0.10,58,99090,25329,0.68,401,13675,8783,610,155802,69434
3540,168,168,60377,45410,0.59,99,43143,41765,0.07,12,-1797,-902,168,68674,50492,168,5768,532,0.10,17,210664,33042,0.08,14,217746,23444,0.74,124,16926,9633,180,164984,72840
3542,111,111,46536,33252,0.46,51,38781,30804,0.06,7,6259,8330,111,50927,36485,111,2944,144,0.09,10,105148,83042,0.09,10,79621,48065,0.62,69,12834,7699,115,120126,41341
3544,153,153,37524,35096,0.58,89,38512,35024,0.07,10,1211,1575,153,40278,39254,153,1856,242,0.11,17,124030,59112,0.12,19,103776,35562,0.63,96,8943,7523,149,105815,37954
3546,260,260,44733,43801,0.57,149,47356,46012,0.14,36,1661,2292,260,49901,46548,260,4741,870,0.08,21,190652,56151,0.07,19,189980,38942,0.72,186,11247,8905,273,182826,66093
3549,2604,2604,43466,32408,0.80,2074,39343,33308,0.08,217,3689,1311,2604,46768,36056,2604,3055,343,0.04,104,158685,44229,0.04,102,139113,21677,0.68,1781,11912,6504,3373,77564,4221
3550,23815,23815,56163,45529,0.79,18864,55450,48746,0.13,3014,1369,590,23815,58665,47465,23815,2474,714,0.08,1903,178032,24890,0.08,1838,154094,11780,0.75,17914,15680,9685,26445,162809,56910
3551,20477,20477,58752,49802,0.81,16602,60161,53652,0.13,2744,714,-62,20477,61299,52019,20477,2459,876,0.08,1702,77268,30793,0.08,1664,56542,15902,0.78,15939,16163,11290,21863,156577,77891
3555,11179,11179,50133,45111,0.80,8955,52275,49407,0.10,1136,1577,480,11179,52122,46916,11179,1947,650,0.08,844,63982,28470,0.07,825,43336,12381,0.76,8462,12259,8798,12439,115615,49677
3556,7398,7398,48447,44547,0.83,6120,50649,47888,0.09,632,1213,951,7398,50411,45928,7398,1864,652,0.08,557,71525,28899,0.07,534,53594,13434,0.77,5684,11169,8047,8334,97801,44158
3557,509,509,52832,44748,0.77,393,55426,50514,0.11,58,466,542,509,55186,46746,509,2177,557,0.13,67,135257,28900,0.13,67,115615,23479,0.75,380,14272,10448,545,127953,66144
3558,526,526,53414,40480,0.62,325,54095,49379,0.14,72,2780,984,526,56483,43976,526,2416,404,0.10,51,152543,37902,0.09,46,146076,28228,0.66,347,16672,10440,543,139074,56385
3559,306,306,42238,35698,0.62,189,46749,40774,0.09,27,2893,3158,306,46259,38128,306,2567,306,0.09,29,122737,69954,0.10,30,116935,58170,0.63,193,11660,8245,317,139301,50881
3561,2616,2616,45614,38236,0.71,1851,49602,44760,0.12,312,2386,1669,2616,48923,41243,2616,2473,592,0.08,214,95002,38917,0.08,210,83009,31094,0.69,1818,12080,8006,2926,139713,60960
3562,156,156,47143,43587,0.71,110,56955,47474,0.12,18,-1526,1203,156,50823,45672,156,3013,996,0.13,20,123039,53434,0.12,19,119146,41734,0.74,116,13527,7767,171,143062,63662
3563,448,448,43385,38206,0.68,306,45963,43844,0.12,56,-116,778,448,45744,39753,448,2207,448,0.10,44,111725,34896,0.10,44,102693,25904,0.70,312,10274,7027,490,121163,50383
3564,10053,10053,52325,43916,0.78,7831,51699,46159,0.11,1150,1810,481,10053,55067,46266,10053,2542,725,0.09,880,91352,38717,0.09,872,68878,20158,0.76,7615,13616,8753,11185,150231,61526
3566,320,320,41791,36370,0.65,208,45929,41380,0.08,27,3345,2271,320,45313,37925,320,2601,398,0.09,28,151911,52506,0.09,29,117387,35779,0.66,210,10536,7119,323,127751,55359
3567,407,407,41653,37155,0.66,267,44333,40373,0.14,57,1794,790,407,44759,39812,407,1909,315,0.10,42,115160,29242,0.10,42,104555,16630,0.67,271,10241,6608,434,117395,48427
3568,1538,1538,48510,40357,0.70,1080,49047,45128,0.09,141,1966,1720,1538,51688,42410,1538,2546,485,0.09,136,85120,32992,0.09,131,64163,16998,0.70,1079,13245,8442,1770,171760,64616
3570,420,420,45658,40738,0.71,299,47912,47046,0.11,46,4792,2794,420,49368,44904,420,2865,540,0.10,43,42529,24392,0.10,43,36697,15077,0.71,299,11524,8363,467,123876,57513
3571,202,202,40503,36908,0.52,105,47718,47049,0.09,18,2091,2678,202,43249,39344,202,1993,235,0.16,33,202717,80451,0.15,31,197810,55191,0.66,134,10499,6683,201,156735,45228
3572,150,150,56435,49936,0.74,111,62772,52862,0.09,14,-6930,-4870,150,62306,52858,150,4508,920,0.13,19,58336,22000,0.13,19,62805,16919,0.81,121,14604,9836,160,112839,37877
3573,207,207,44737,39609,0.57,119,44276,39600,0.12,25,5544,2769,207,49958,42091,207,3203,445,0.16,34,186665,36774,0.15,32,181428,48986,0.72,149,11574,6691,228,142719,51722
3575,471,471,45327,38893,0.65,307,43375,39433,0.07,33,2780,1333,471,48415,40701,471,2381,300,0.08,37,95092,44340,0.07,35,84416,26535,0.69,326,11523,7566,501,134843,35523
3579,2881,2881,44522,38478,0.69,1976,46926,43082,0.11,326,2176,1468,2881,46931,40430,2881,2049,364,0.09,273,88663,41775,0.09,265,77704,26185,0.68,1960,11911,7625,3126,137822,55365
3580,573,573,42229,36753,0.73,420,45802,42950,0.09,51,3504,819,573,44486,38627,573,2079,460,0.09,51,115874,43816,0.09,51,92428,17249,0.71,404,9696,7054,648,134023,59925
3581,95,95,42261,35253,0.66,63,49426,38590,0.15,14,8022,5267,95,46448,38673,95,2205,385,0.11,10,64691,32020,0.11,10,36924,27746,0.66,63,11435,7791,109,137187,74356
3584,638,638,44955,39628,0.75,476,46686,42046,0.13,82,2713,570,638,48011,42273,638,2575,586,0.08,50,66161,20272,0.08,50,63168,16107,0.70,448,11125,7855,689,132775,56810
3585,7275,7275,51658,43449,0.78,5639,49681,45935,0.11,805,3170,1916,7275,54441,45902,7275,2653,666,0.07,526,106285,41286,0.07,518,90751,22470,0.75,5459,13503,8633,7967,148880,48948
3586,318,318,47292,41366,0.72,228,49311,45170,0.10,33,2262,948,318,50992,44623,318,2973,412,0.08,27,84120,45000,0.09,29,58107,18761,0.72,229,11121,8153,360,125296,42366
3588,203,203,43779,40175,0.80,162,46032,41806,0.04,9,4227,2446,203,45722,41786,203,1908,584,0.10,20,137905,87408,0.09,19,118415,54316,0.75,152,9628,7279,253,90273,38681
3589,187,187,50508,40495,0.70,130,41989,36325,0.12,23,4771,2963,187,54592,41109,187,3920,588,0.06,12,107157,60070,0.06,11,95052,62318,0.72,135,13972,8382,214,330539,25444
3590,179,179,56502,38491,0.72,129,46032,40025,0.14,25,5180,2963,179,59579,40910,179,3031,588,0.08,14,42758,34088,0.08,15,37970,22380,0.69,123,17536,10597,205,172397,57498
3591,101,101,48369,40586,0.72,73,51879,46658,0.12,12,-143,1714,101,51676,43976,101,3306,928,0.06,6,140884,116066,0.06,6,153611,139321,0.69,70,13429,8712,105,166473,78979
3594,388,388,41887,35438,0.83,321,44221,39728,0.10,37,232,375,388,44832,39134,388,2770,563,0.07,28,60676,50536,0.07,28,49998,29540,0.69,268,9901,7179,460,100029,25247
3595,325,325,40580,36340,0.78,253,43904,39443,0.06,20,4469,2974,325,43101,37717,325,2156,513,0.10,32,47673,28919,0.10,32,45063,25129,0.69,224,8931,6322,409,74063,24760
3596,93,93,66157,25733,0.70,65,32521,25920,0.06,6,5621,1856,93,69743,28580,93,3586,300,0.05,5,30714,10562,0.04,4,6178,2790,0.62,58,29725,8285,89,130869,24563
3597,266,266,59746,51078,0.72,191,51630,48620,0.08,22,-3647,2102,266,64056,54704,266,3865,784,0.09,25,221151,74750,0.09,25,170196,25116,0.81,216,15711,10525,375,111605,13594
3608,1532,1532,50499,43820,0.75,1143,54575,49022,0.14,221,2987,1103,1532,53325,45986,1532,2659,684,0.10,154,92051,38284,0.10,155,71907,21505,0.73,1120,13203,9070,1727,177427,66872
3610,785,785,47464,40770,0.73,571,53361,47652,0.14,111,145,-755,785,50488,43139,785,2511,613,0.12,92,131781,42996,0.11,90,118646,35463,0.70,553,12361,8768,923,132470,62361
3612,847,847,46549,37874,0.73,619,49835,44980,0.10,81,4285,1433,847,48654,40821,847,2085,604,0.10,81,52928,21627,0.09,80,41807,14619,0.67,565,13000,8250,1008,120556,56650
3614,593,593,55231,44898,0.81,480,57525,52168,0.15,88,-813,10,593,57636,49182,593,2214,881,0.10,57,89206,24990,0.09,56,77564,25364,0.76,448,15312,10399,626,168725,75452
3616,3223,3223,50782,44042,0.77,2466,54903,49807,0.12,380,1684,664,3223,53498,46142,3223,2397,902,0.09,285,80475,36334,0.09,286,64974,22844,0.74,2373,13451,9520,3595,151926,58224
3617,92,92,37843,34334,0.65,60,52739,48078,0.12,11,3363,677,92,40897,36637,92,2726,265,0.11,10,77291,23836,0.11,10,85602,46265,0.64,59,10149,5878,93,134197,67942
3618,372,372,42466,37030,0.77,285,52375,48671,0.10,39,2688,738,372,44782,38060,372,1758,536,0.12,43,59705,36630,0.12,43,48359,28445,0.70,259,10632,7601,513,72200,27614
3620,4628,4628,46500,40902,0.77,3544,51193,47922,0.12,561,2160,926,4628,48901,43252,4628,2259,718,0.08,359,98832,34398,0.08,357,81847,22847,0.72,3337,11589,8268,5215,149527,57642
3621,1351,1351,42914,39781,0.79,1068,49082,45716,0.10,133,214,225,1351,45337,41716,1351,2050,530,0.08,114,127813,28164,0.08,107,121682,25825,0.71,959,10612,7798,1520,110129,43358
3622,248,248,41023,36484,0.73,180,50028,47606,0.10,26,-3275,-566,248,44202,39797,248,1756,468,0.15,38,99254,34216,0.16,39,84214,36775,0.65,160,11000,8956,284,139879,63422
3623,506,506,43419,35128,0.71,358,51260,46088,0.06,32,-1655,-2143,506,45905,37432,506,1923,500,0.10,49,82142,36394,0.10,50,79628,27526,0.63,318,12416,8881,565,133603,51213
3624,287,287,40525,39721,0.69,199,49196,46508,0.08,24,57,-308,287,43116,41165,287,2062,374,0.09,25,141839,42869,0.09,25,137209,53826,0.67,192,10388,7950,333,107107,40626
3629,5084,5084,47001,41259,0.82,4148,48893,45838,0.09,440,978,77,5084,49326,43108,5084,2224,830,0.07,343,65172,29280,0.07,338,51606,15040,0.73,3732,11356,7850,6024,107497,37392
3630,17432,17432,51082,41946,0.82,14218,50462,45412,0.11,1903,1031,230,17432,53626,44274,17432,2494,898,0.07,1294,71920,27004,0.07,1223,53141,13607,0.75,13066,13304,7983,19983,138691,34827
3631,8191,8191,57071,46479,0.79,6510,55900,49566,0.16,1310,-1,-170,8191,60055,49000,8191,2868,995,0.09,751,95558,30000,0.09,720,76664,18720,0.77,6326,15790,9939,8713,174438,62570
3633,418,418,48415,39924,0.75,315,52155,47370,0.19,80,892,674,418,51198,41210,418,2704,863,0.08,32,134978,26786,0.07,29,144722,16418,0.71,295,12896,9767,434,172217,64632
3634,1167,1167,45597,39812,0.74,868,53061,47889,0.13,148,1043,0,1167,48524,42186,1167,2470,677,0.13,146,61315,31108,0.12,144,54540,28204,0.70,816,11992,8362,1281,133259,65658
3635,301,301,42902,42788,0.75,225,51987,50486,0.13,39,1439,1343,301,45279,45411,301,1880,744,0.14,41,171606,31207,0.13,39,175705,35989,0.70,212,10670,8244,361,102213,45683
3636,2927,2927,46142,41478,0.74,2166,50941,47795,0.13,366,228,-154,2927,49411,43990,2927,2402,601,0.09,268,98314,46309,0.09,266,84357,25073,0.72,2095,11741,8155,3285,134403,57048
3637,338,338,41608,37624,0.69,232,48093,44403,0.11,37,1326,364,338,44096,40156,338,2115,370,0.10,34,107553,48101,0.10,34,103903,38611,0.67,225,10453,7652,363,107669,42566
3638,1193,1193,46505,38334,0.73,871,49060,45612,0.09,109,1954,1819,1193,49310,41145,1193,2265,601,0.11,131,83649,33869,0.11,129,71302,25708,0.69,827,13050,7993,1304,128836,53881
3639,279,279,42591,39960,0.67,188,49292,45010,0.06,18,695,-772,279,45856,41847,279,2424,435,0.10,28,65632,38008,0.10,29,44187,23878,0.66,184,10921,7951,332,99934,38443
3640,649,649,40333,37791,0.71,460,47286,44996,0.10,65,-464,1048,649,44880,41011,649,2449,355,0.07,45,125045,39736,0.07,45,110976,23574,0.71,458,9981,6300,736,80678,23852
3641,701,701,46738,42056,0.77,537,51706,47176,0.11,74,352,-150,701,49093,44516,701,2041,580,0.10,67,64648,36147,0.10,68,56980,25830,0.73,509,12010,8118,807,107883,44037
3644,5144,5144,47122,39944,0.78,4000,48758,44048,0.11,566,1954,1250,5144,50054,42758,5144,2594,640,0.08,402,95064,31407,0.07,383,83062,19949,0.72,3690,12353,8175,5860,135094,50764
3646,355,355,46375,40244,0.64,226,55148,49390,0.12,42,4684,200,355,49124,42302,355,2466,450,0.15,53,117084,23135,0.15,53,100920,21450,0.68,243,12164,8793,389,206586,68667
3649,256,256,42750,35640,0.70,178,44529,37252,0.10,26,2574,3081,256,45967,40086,256,2614,358,0.12,30,64778,42516,0.10,26,63129,35890,0.65,167,11302,7413,287,96760,35963
3658,3560,3560,56120,47637,0.82,2930,58636,52505,0.11,376,-642,-222,3560,58722,49294,3560,2407,782,0.10,367,74714,34769,0.10,365,59414,18736,0.78,2779,14882,10317,4234,122077,58218
3659,442,442,58961,47900,0.80,353,59741,55306,0.15,67,1373,798,442,62380,51145,442,3175,914,0.14,61,74444,23553,0.14,63,55226,14099,0.75,330,16889,12783,521,208893,91786
3660,4077,4077,49924,43206,0.78,3188,52339,47144,0.11,437,3115,1871,4077,51997,45224,4077,2011,530,0.09,347,99406,36163,0.08,333,82913,20875,0.74,3020,12566,8675,4781,138740,53394
3662,502,502,65948,71370,0.95,476,70709,76560,0.17,85,-2974,-2406,502,68686,74252,502,2681,1990,0.02,8,120611,23020,0.02,10,89942,11177,0.85,426,16268,15416,559,199593,114082
3663,112,112,57330,42536,0.79,88,54736,52128,0.10,11,-3105,-3197,112,59851,45062,112,2481,780,0.15,17,235754,56280,0.12,14,274918,54328,0.76,85,15657,10678,128,332415,46662
3664,679,679,56078,43737,0.72,492,55609,48564,0.13,88,5520,2418,679,58897,46361,679,2778,725,0.10,70,96522,29456,0.10,67,86717,16633,0.73,498,16574,10256,782,192898,70148
3666,2785,2785,46063,39359,0.68,1900,50979,45538,0.12,336,3803,1601,2785,48636,41463,2785,2216,441,0.14,385,76938,33863,0.14,386,65554,23387,0.67,1860,13352,8633,3087,174401,66096
3669,787,787,39753,31652,0.61,484,46870,43017,0.14,108,2052,1148,787,42660,33183,787,2136,314,0.14,109,73019,25379,0.14,109,68101,23605,0.60,474,11427,7236,882,170774,70270
3670,362,362,52554,38803,0.70,255,55313,53164,0.15,53,2396,1334,362,55423,40687,362,2146,464,0.12,43,105977,68101,0.12,45,92954,31373,0.71,257,17108,9374,396,125346,54457
3672,5832,5832,49506,41878,0.75,4350,52534,47389,0.13,733,2653,1617,5832,51586,44096,5832,1976,518,0.09,499,79733,34671,0.08,485,62954,18469,0.71,4164,13336,9058,6493,156458,64010
3673,1110,1110,47463,36939,0.68,753,53348,45678,0.16,175,4671,1869,1110,50426,39394,1110,2462,450,0.17,186,98479,35580,0.16,178,95301,32576,0.66,732,15017,8726,1186,180530,81090
3675,1188,1188,47793,40331,0.72,858,54355,48978,0.13,160,3052,1946,1188,50046,42118,1188,2053,520,0.13,153,92432,47264,0.13,156,76061,30937,0.70,835,13257,8694,1289,163098,78394
3677,10358,10358,51566,44398,0.80,8301,52070,48012,0.11,1179,2555,927,10358,53667,46217,10358,2050,636,0.07,734,101133,40192,0.07,713,69370,18190,0.75,7815,13251,8688,11635,143428,63774
3678,4034,4034,52635,42060,0.71,2863,55154,48421,0.16,631,3410,1776,4034,55372,44662,4034,2483,530,0.13,541,120736,39307,0.13,538,100013,24555,0.70,2832,15753,9632,4365,200753,91582
3682,367,367,49157,41608,0.75,277,54305,50383,0.18,65,4164,1271,367,53051,47718,367,2512,519,0.16,57,96524,45975,0.16,58,84614,40202,0.74,272,12451,9377,424,149237,69390
3683,1054,1054,49146,44365,0.79,830,54906,51710,0.11,113,1191,1217,1054,51200,46174,1054,1980,689,0.10,105,72842,26119,0.10,110,60045,17773,0.72,758,12851,10025,1179,137016,72742
3685,1745,1745,49776,44473,0.74,1298,54468,52667,0.12,216,2423,1293,1745,52269,46978,1745,2440,636,0.08,142,87523,36633,0.08,148,72763,20932,0.72,1264,13060,10065,1930,191819,82216
3687,617,617,54786,47565,0.82,506,52748,50022,0.11,65,1935,1273,617,57300,49503,617,2473,800,0.07,44,66491,26756,0.07,46,42910,7806,0.79,490,13858,9042,714,138932,72627
3688,888,888,55101,47407,0.79,704,56723,53194,0.13,119,2070,480,888,57907,49552,888,2509,778,0.11,96,99116,42754,0.11,96,85099,35530,0.77,685,14678,10487,951,152708,69954
3690,20125,20125,53909,47725,0.82,16572,54741,51031,0.11,2169,1019,388,20125,56105,49557,20125,2153,664,0.07,1369,78821,31861,0.07,1329,51683,14806,0.78,15690,13441,9667,22127,128961,57452
3691,7060,7060,58357,50914,0.79,5546,60281,55904,0.15,1040,2068,947,7060,61195,53650,7060,2703,840,0.10,688,78030,30000,0.09,655,62097,19820,0.78,5537,15711,11067,7471,168938,76261
3694,64,64,56599,56354,0.98,63,55236,58715,0.16,10,-1438,512,64,59235,58660,64,2635,1523,0.00,0,0,0,0.00,0,0,0,0.91,58,11034,9573,67,112633,28162
3695,319,319,44817,40518,0.69,221,48535,43183,0.20,64,3768,1864,319,47603,42303,319,2459,549,0.13,43,83155,29970,0.14,45,73815,15768,0.66,211,12078,9742,337,180322,92801
3697,335,335,44728,32513,0.65,217,48080,38560,0.17,57,3606,2418,335,46631,34016,335,1781,300,0.15,50,60576,33161,0.14,48,54387,29780,0.60,200,14736,9060,375,190393,76708
3698,564,564,50499,38772,0.73,409,51721,42103,0.16,88,1638,1681,564,52605,39402,564,2092,528,0.13,73,67851,29177,0.13,72,52355,12185,0.70,393,14333,9138,673,199277,97946
3699,676,676,46141,36987,0.75,509,46564,39173,0.17,114,3497,1946,676,48110,39192,676,1906,412,0.12,82,54805,20339,0.12,79,43569,14482,0.70,476,11882,6558,855,150274,47317
3700,812,812,46468,40520,0.70,569,51781,48310,0.13,109,3422,1689,812,49048,42768,812,2202,466,0.14,115,99485,26632,0.14,112,86599,18696,0.70,566,11979,8930,905,149064,69107
3701,598,598,59396,38050,0.65,387,47616,41244,0.13,80,1920,799,598,61940,40405,598,2457,335,0.13,79,80905,33667,0.13,75,66354,26402,0.68,409,21627,8095,659,141302,60589
3705,159,159,42837,32915,0.69,109,44242,38382,0.16,26,4446,1417,159,45655,37746,159,2388,300,0.13,21,138863,63735,0.13,21,125776,52446,0.67,106,11503,7194,177,99822,42188
3707,1006,1006,45022,36783,0.65,650,49947,41922,0.16,156,2502,2168,1006,48527,38462,1006,3200,338,0.11,109,94380,33290,0.11,107,82086,21349,0.68,683,11952,7579,1102,132498,58491
3709,201,201,42508,35211,0.59,118,47467,45802,0.12,25,2252,3205,201,46429,37515,201,3658,360,0.15,30,101842,36886,0.15,30,94677,49528,0.69,139,10969,7511,200,142795,62620
3711,317,317,58143,37044,0.66,208,61301,49479,0.11,35,-1377,2422,317,60466,37675,317,2255,538,0.16,52,67167,30078,0.15,49,67284,28040,0.63,199,22632,11152,369,202529,91624
3712,215,215,48860,41030,0.74,159,52392,45558,0.15,32,2037,1245,215,51001,42320,215,1949,528,0.11,23,61512,43725,0.12,26,37560,23960,0.73,157,12644,7798,250,150635,76915
3713,451,451,43611,36970,0.74,335,46044,39539,0.07,32,4777,2875,451,45461,38447,451,1850,495,0.09,42,47494,34576,0.09,40,29989,9684,0.71,321,10322,6893,600,112573,48167
3714,2102,2102,49467,39436,0.69,1460,51476,45160,0.14,291,2364,1274,2102,51792,41328,2102,2008,444,0.15,306,81455,35878,0.15,305,64301,20688,0.70,1463,14073,7965,2332,170638,76827
3715,201,201,39021,31158,0.59,119,45060,35588,0.15,31,1528,1570,201,42086,34900,201,1714,280,0.16,33,78946,37233,0.17,35,58484,31402,0.57,115,12432,6439,216,188609,63804
3717,1731,1731,49275,38683,0.66,1145,53794,45401,0.12,215,1803,1711,1731,51606,40429,1731,2087,406,0.15,266,89558,37190,0.15,264,68997,19888,0.68,1175,14198,8854,1918,185556,71867
3719,271,271,51010,32172,0.62,169,52968,42945,0.10,27,3257,1927,271,53346,34031,271,2321,260,0.17,46,113558,37310,0.16,44,119097,28560,0.58,158,20733,9817,298,152672,72711
3720,351,351,45834,34789,0.69,243,49175,41211,0.15,51,3230,1251,351,48393,38259,351,2455,350,0.13,44,79562,34227,0.13,46,59110,23698,0.66,230,13050,8327,403,155748,73907
3722,3353,3353,50361,40188,0.71,2395,49923,43401,0.15,503,3166,2345,3353,53247,42832,3353,2725,543,0.14,486,91291,35294,0.14,471,73223,18579,0.72,2409,13533,8198,3667,166477,63755
3723,1694,1694,47861,35192,0.68,1144,48509,38067,0.15,249,4197,2858,1694,50730,36952,1694,2455,390,0.17,284,74804,31309,0.17,283,64910,21192,0.66,1114,15002,7534,2037,181021,63344
3725,382,382,47319,38817,0.72,274,54501,49754,0.13,50,1333,766,382,50907,43314,382,2168,334,0.12,45,123969,52058,0.12,45,117004,38576,0.68,260,14217,9361,414,200135,74846
3726,226,226,37907,32066,0.56,126,41374,40166,0.14,31,6297,1852,226,40931,36820,226,1558,190,0.14,31,71493,40937,0.14,32,68945,31235,0.62,141,9953,5966,230,166556,64600
3727,205,205,34093,29786,0.62,128,45154,41075,0.07,15,8100,6329,205,36609,34730,205,1874,210,0.18,37,91073,36943,0.17,34,69804,20765,0.59,121,9881,7522,221,147065,34406
3728,361,361,45227,38297,0.76,276,46877,45576,0.10,35,1399,0,361,48369,42390,361,2818,624,0.09,34,120296,48524,0.09,33,113513,23922,0.71,256,10840,8043,407,120742,51957
3730,5185,5185,51272,40983,0.74,3849,51506,45276,0.12,629,1917,829,5185,53875,43432,5185,2372,561,0.08,404,76236,32577,0.08,392,57844,15154,0.72,3751,13949,8273,5862,164784,71461
3732,399,399,39957,31831,0.72,287,45415,37119,0.11,44,4677,2515,399,42748,33689,399,2525,347,0.13,53,120695,42674,0.13,50,120964,49537,0.63,251,10954,7107,415,127448,51216
3733,131,131,42425,34421,0.69,91,38391,34715,0.08,11,6245,159,131,45596,38935,131,2275,350,0.15,20,72503,19288,0.14,18,74098,35320,0.64,84,11586,6376,160,147040,39244
