Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
3087,5401,5401,62889,53865,0.82,4439,66880,59978,0.15,801,-490,-771,5401,65205,55777,5401,2310,882,0.08,428,53290,23066,0.08,419,33767,9433,0.79,4270,17716,13144,6249,161592,81389
3088,16961,16961,65274,54240,0.80,13607,68593,59926,0.15,2595,-853,-669,16961,67813,56346,16961,2516,889,0.09,1511,89208,25262,0.08,1419,70087,9204,0.78,13299,19125,13546,19346,184202,92398
3089,8074,8074,69279,55344,0.83,6722,68396,59226,0.15,1198,-1917,-1504,8074,72252,57996,8074,2960,1128,0.08,684,60415,26428,0.08,651,37166,11459,0.81,6541,20509,13742,8955,190641,90123
3090,1694,1694,81967,56272,0.76,1292,70468,53374,0.22,367,-508,-328,1694,85514,58088,1694,3474,750,0.08,143,147415,33181,0.08,136,118020,17212,0.80,1356,27449,14921,1795,251733,106627
3091,1121,1121,81671,53648,0.71,796,66758,49812,0.20,225,1829,735,1121,84581,55868,1121,2864,530,0.09,102,112191,47338,0.09,99,92061,17429,0.79,885,28429,13946,1198,276074,97688
3093,2565,2565,84834,57746,0.73,1876,74635,60804,0.19,476,1431,170,2565,88487,61335,2565,3600,849,0.10,245,83171,24210,0.09,225,57395,12071,0.78,1990,30322,16591,2857,313048,110646
3094,5592,5592,66832,55126,0.79,4409,69315,59860,0.14,807,-817,-390,5592,69532,57280,5592,2683,926,0.10,558,54458,28030,0.09,527,34007,9595,0.79,4413,19809,13672,6552,193079,99146
3095,18413,18413,73597,55156,0.78,14303,73883,59781,0.17,3130,-1222,-995,18413,76774,57836,18413,3139,905,0.10,1924,71386,26912,0.10,1816,45994,10127,0.78,14335,23889,14864,20919,243976,112525
3096,1215,1215,64731,50232,0.79,958,63433,55488,0.13,157,-836,-366,1215,67540,53605,1215,2808,989,0.10,124,39377,17842,0.09,110,24679,11508,0.78,952,19243,11758,1405,193264,81501
3097,992,992,78554,49477,0.66,655,73232,48781,0.19,185,1597,1602,992,81611,51057,992,3040,585,0.12,124,77116,32904,0.12,118,55782,15002,0.73,729,29576,14968,1089,321743,108487
3099,3129,3129,62797,49710,0.78,2426,63547,53926,0.15,461,776,0,3129,65503,52069,3129,2682,816,0.13,401,60885,26998,0.12,378,45093,13882,0.76,2382,18945,12633,3604,204882,89433
3101,16728,16728,107070,59386,0.70,11632,88095,59510,0.21,3484,-179,714,16728,112553,62855,16728,5279,872,0.12,1938,248148,35012,0.11,1787,174515,14723,0.77,12955,43349,17822,18129,386692,87318
3102,4431,4431,89114,54872,0.73,3223,82440,57486,0.22,984,2375,1138,4431,94032,58091,4431,4894,858,0.11,495,141700,31507,0.10,460,100369,12880,0.76,3384,33725,16070,4849,265793,92991
3103,10661,10661,86917,46889,0.63,6750,77723,53014,0.25,2682,291,1271,10661,90871,49730,10661,3857,586,0.09,1011,178136,30000,0.09,934,134693,11913,0.71,7531,36216,15345,10943,342240,74984
3104,13602,13602,80000,48646,0.68,9182,74514,53284,0.27,3618,643,32,13602,83836,51325,13602,3654,643,0.09,1261,310774,32648,0.08,1156,279581,14796,0.73,9888,30760,14778,13938,276084,79540
3105,6917,6917,65418,47320,0.71,4941,66926,54155,0.24,1670,3161,942,6917,68079,49389,6917,2590,572,0.10,694,103323,26366,0.09,656,77683,10627,0.73,5026,21690,12829,7456,193159,64375
3106,10894,10894,76504,46360,0.67,7286,70492,53396,0.25,2713,578,201,10894,79722,48584,10894,3106,558,0.10,1048,182338,31478,0.09,949,159468,13587,0.72,7820,29073,13678,11498,282834,78729
3107,8333,8333,62850,46634,0.71,5886,67668,54282,0.23,1894,925,32,8333,65520,48725,8333,2606,617,0.10,833,104992,25254,0.09,787,84418,11325,0.72,5980,20576,12824,9167,194009,75467
3108,15378,15378,57068,39940,0.68,10493,60641,48828,0.21,3306,1047,278,15378,59481,41860,15378,2315,448,0.11,1625,113794,25000,0.10,1469,97074,9976,0.68,10448,18823,10597,16149,161783,39200
3109,18643,18643,57515,42017,0.71,13162,63582,50934,0.23,4332,14,-343,18643,60530,44047,18643,2962,496,0.10,1862,153747,25787,0.09,1721,138093,10705,0.70,13024,19030,11056,19473,163172,52861
3111,7948,7948,70492,47467,0.70,5596,70888,53788,0.21,1682,-484,-504,7948,74124,50000,7948,3510,668,0.09,727,180840,30000,0.09,683,159678,11418,0.73,5773,24846,13744,8508,279234,82083
3113,5538,5538,81492,54031,0.73,4058,73458,56037,0.18,984,-560,-627,5538,85075,57466,5538,3520,744,0.12,645,85798,29330,0.11,601,58343,10832,0.76,4202,29320,15959,6272,265815,111320
3114,2531,2531,89816,53722,0.72,1830,78103,52199,0.19,486,-774,-249,2531,95271,58313,2531,5391,687,0.08,215,174802,25752,0.08,195,150835,10412,0.75,1904,34723,16863,2799,332197,118784
3115,2720,2720,87572,54574,0.74,2001,73132,54405,0.18,485,-1227,-700,2720,91311,57050,2720,3645,738,0.09,251,93055,28125,0.08,231,74398,14497,0.77,2105,32581,14758,2958,273545,108563
3116,7163,7163,60666,49902,0.80,5712,62062,54276,0.13,957,-290,-1201,7163,63486,51991,7163,2581,710,0.09,650,57625,25578,0.09,618,37056,10765,0.77,5515,17417,11815,7841,166836,71684
3121,22422,22422,86207,67134,0.86,19244,81911,69288,0.15,3395,46,-552,22422,89660,69852,22422,3408,1105,0.10,2254,94781,22082,0.09,2061,64947,9286,0.86,19172,27045,16678,26749,159617,47489
3122,16452,16452,107629,61024,0.77,12634,84008,61287,0.16,2553,238,304,16452,113642,64172,16452,5853,898,0.11,1770,152902,25312,0.10,1638,85450,10536,0.79,12971,42884,17403,18559,313661,57366
3123,10075,10075,100116,61518,0.76,7652,84631,63192,0.17,1745,-1135,-526,10075,104425,65041,10075,4222,950,0.10,984,142658,23844,0.09,898,94828,10364,0.80,8021,37905,17200,11108,293877,65589
3124,15283,15283,97746,56187,0.70,10673,87451,59962,0.22,3319,-966,-112,15283,103357,59640,15283,5461,873,0.10,1484,203225,27161,0.09,1357,154837,12176,0.75,11502,39378,17711,16467,350618,99134
3125,9155,9155,56458,38041,0.75,6835,59197,44559,0.17,1592,-692,-524,9155,58892,39834,9155,2386,451,0.10,948,107144,19731,0.09,835,97364,7457,0.67,6097,19405,10955,10155,128964,25565
3126,5558,5558,119156,59641,0.64,3546,95821,59292,0.23,1275,-2108,-357,5558,125207,64055,5558,5779,808,0.10,567,301748,38938,0.10,529,235276,15477,0.75,4169,52641,20482,5825,503676,139038
3127,12732,12732,93533,56486,0.73,9237,87381,61843,0.20,2553,-1385,-759,12732,97560,59534,12732,3877,880,0.10,1239,141004,27313,0.09,1132,105298,10952,0.76,9673,36495,17021,13890,298068,106362
3128,13643,13643,53787,37135,0.76,10306,57535,43707,0.17,2253,-434,-359,13643,55892,38486,13643,2018,419,0.10,1398,54069,19522,0.09,1209,37912,6834,0.66,9048,18082,9969,15035,120723,20323
3129,10969,10969,63628,45141,0.75,8229,66640,52417,0.20,2151,-1332,-587,10969,66249,47307,10969,2562,634,0.11,1184,62033,22205,0.10,1078,38585,9463,0.71,7830,21472,12403,12068,166864,55095
3130,20692,20692,66433,48602,0.76,15675,68385,55540,0.19,3842,-852,-933,20692,69297,50719,20692,2809,703,0.10,1994,93535,23982,0.09,1800,72971,9106,0.73,15175,22025,13283,22681,194831,73061
3131,14031,14031,59234,46850,0.77,10853,64321,54499,0.18,2555,-1285,-1068,14031,61475,48846,14031,2206,678,0.10,1402,57154,21720,0.09,1304,38733,8196,0.73,10228,18113,11961,15365,142935,59408
3132,10874,10874,64514,51144,0.80,8663,68489,58197,0.17,1860,-1375,-826,10874,66918,53144,10874,2368,750,0.10,1048,59994,22974,0.09,973,40108,8546,0.76,8313,19733,13011,12029,164394,68711
3133,14188,14188,60250,44873,0.72,10204,65824,54000,0.23,3232,-1242,-980,14188,62686,47030,14188,2382,600,0.09,1332,178930,23698,0.09,1238,166394,10018,0.71,10031,19597,12183,15488,197577,75686
3134,21445,21445,65115,50311,0.80,17144,65361,54943,0.15,3255,-1736,-1403,21445,67666,52487,21445,2515,724,0.09,1956,89980,23126,0.09,1824,71484,9559,0.77,16462,19990,12249,23882,168579,68112
3135,12375,12375,62090,50827,0.81,9963,65296,57001,0.15,1809,-1886,-1271,12375,64509,53141,12375,2389,807,0.09,1162,58275,22166,0.09,1086,38629,9520,0.77,9514,18144,12522,14105,167133,76018
3136,28060,28060,60237,49826,0.81,22705,63036,54671,0.13,3594,-1932,-1200,28060,62695,51731,28060,2419,760,0.09,2533,62989,26000,0.09,2398,41844,10780,0.78,21810,16851,11447,31484,148952,68415
3137,8552,8552,57126,49974,0.82,7019,59096,53667,0.11,930,-1292,-1184,8552,59421,51966,8552,2288,765,0.08,718,64897,28449,0.08,677,43342,12881,0.79,6737,14954,10758,9844,130099,65018
3138,13689,13689,58151,49950,0.83,11383,60660,54333,0.11,1565,-1726,-1641,13689,60469,51926,13689,2305,766,0.09,1213,58594,27000,0.08,1138,37397,12473,0.79,10854,15377,10936,15575,128350,62364
3139,8890,8890,56056,47170,0.80,7096,55636,50252,0.11,1002,1183,0,8890,58615,49578,8890,2492,700,0.11,1015,75609,34927,0.11,996,53916,15902,0.78,6960,14761,10059,10165,135207,60131
3140,10552,10552,59331,49450,0.80,8473,60143,52999,0.12,1291,-803,-931,10552,61750,51436,10552,2388,718,0.09,911,68759,26280,0.08,875,49162,11848,0.78,8216,16473,10893,11800,142581,67696
3141,18714,18714,104577,65706,0.81,15092,84685,67023,0.14,2681,544,-1,18714,109449,68600,18714,4778,984,0.10,1954,119408,27448,0.10,1831,73253,10576,0.83,15601,38208,16895,22364,259065,35474
3142,9970,9970,184939,70009,0.60,6002,99544,60000,0.18,1837,4788,2512,9970,196644,74926,9970,11355,1044,0.10,1046,526557,41038,0.10,979,446095,18300,0.80,7969,86102,21302,10711,860530,94537
3143,6880,6880,114668,67470,0.73,5042,90727,66994,0.15,1037,479,1183,6880,120058,71286,6880,5243,1126,0.11,741,167584,27107,0.10,685,100692,11350,0.81,5581,44868,18757,7713,373114,71812
3144,7917,7917,133221,67998,0.67,5273,98672,61607,0.18,1392,2262,1134,7917,139602,72134,7917,6241,1091,0.11,834,255570,37760,0.10,776,174074,13855,0.80,6304,56757,20590,8511,500529,111365
3145,15082,15082,96907,56871,0.75,11261,84356,58016,0.19,2854,450,200,15082,101194,59861,15082,4142,853,0.11,1594,278767,26782,0.10,1470,236483,10549,0.76,11506,38346,16799,16891,278220,75682
3146,17300,17300,100262,62708,0.75,12960,91146,64900,0.19,3327,-792,-152,17300,104645,66101,17300,4293,1016,0.09,1611,142550,30090,0.09,1507,91012,11074,0.78,13567,38473,18626,18705,302833,101556
3147,9340,9340,80700,53506,0.76,7087,80000,60004,0.21,1933,-941,-647,9340,83982,56178,9340,3194,842,0.10,954,86757,24004,0.09,883,56898,10124,0.76,7065,29060,15730,10358,207016,79039
3148,6165,6165,59500,47617,0.80,4955,63104,53624,0.20,1214,-505,-555,6165,61940,49718,6165,2396,698,0.12,763,83366,22749,0.11,699,67009,9549,0.76,4686,17314,11510,6796,103106,34614
3149,22558,22558,63922,45466,0.72,16181,67487,54208,0.24,5450,-714,-676,22558,66546,47668,22558,2547,600,0.10,2180,97208,22788,0.09,1993,72785,8773,0.71,16103,21524,12724,23978,189887,57963
3150,39168,39168,60316,41128,0.68,26717,64356,51535,0.26,10192,-856,-549,39168,62766,43090,39168,2375,475,0.10,3772,148263,24596,0.09,3469,131541,9837,0.68,26784,20957,11731,41554,196281,53802
3151,6440,6440,53507,39643,0.74,4743,58205,48442,0.21,1334,-245,-1142,6440,55621,41439,6440,2055,500,0.11,702,226036,23690,0.10,643,222750,9281,0.68,4403,16757,10320,7129,142529,41402
3152,21986,21986,57568,45828,0.77,16918,62240,52670,0.21,4634,-2071,-1572,21986,59887,47821,21986,2275,634,0.09,1998,107249,24519,0.08,1845,89529,9835,0.73,16127,17136,11166,23975,153733,59839
3153,12773,12773,54977,49000,0.84,10697,57894,52820,0.12,1507,-2140,-1762,12773,56994,50616,12773,1998,687,0.09,1121,60070,26139,0.08,1058,40107,10345,0.79,10034,14082,10354,14580,111586,54093
3154,2698,2698,60187,50196,0.81,2197,62069,55065,0.12,336,-1092,-506,2698,62515,52535,2698,2322,804,0.10,273,72097,29400,0.10,261,47624,13345,0.79,2142,16344,12234,3093,154818,79783
3155,13893,13893,55476,49310,0.83,11495,58601,54024,0.12,1649,-1689,-1436,13893,57538,50994,13893,2038,717,0.09,1263,52519,24533,0.09,1187,32307,9564,0.78,10893,14206,10464,16064,116794,56179
3156,23679,23679,60868,50152,0.82,19532,61899,53989,0.15,3481,-1851,-1491,23679,63238,52150,23679,2332,713,0.09,2127,90698,26094,0.09,2014,70995,10984,0.79,18627,17073,11243,27133,142778,66445
3158,4328,4328,61477,50502,0.82,3530,64250,55598,0.13,545,-639,-714,4328,63809,52516,4328,2306,774,0.11,495,58509,23545,0.11,466,37467,9157,0.78,3374,17506,12149,5020,158035,83453
3159,1627,1627,61285,49286,0.80,1298,63441,54945,0.15,240,-931,-54,1627,63688,51434,1627,2312,724,0.12,194,58836,32884,0.12,189,34788,10104,0.78,1266,17438,11693,1894,169041,78432
3160,5675,5675,62243,50725,0.82,4649,63480,55000,0.14,787,-1183,-274,5675,64530,52691,5675,2274,740,0.12,685,66966,24910,0.11,646,46279,10186,0.79,4469,17689,12054,6630,151222,78580
3161,11106,11106,103733,59346,0.72,7943,75447,54231,0.17,1868,5257,2650,11106,110033,62680,11106,6086,869,0.12,1372,186700,28086,0.11,1247,140937,11179,0.80,8883,40067,16608,12375,336103,51024
3162,11934,11934,84407,54859,0.71,8486,76605,56000,0.19,2325,4569,2103,11934,88458,57789,11934,3974,815,0.12,1484,162220,25496,0.12,1380,135122,10296,0.78,9254,30204,15647,13133,272743,71834
3163,21963,21963,69556,53357,0.82,17910,70227,59036,0.16,3415,607,0,21963,72040,55618,21963,2454,784,0.10,2285,79442,20000,0.09,2084,60789,7700,0.77,16997,22072,13732,24478,144498,45274
3165,17744,17744,69629,53920,0.79,13971,73056,60115,0.20,3624,-884,-941,17744,72358,56256,17744,2617,843,0.10,1846,78898,27850,0.10,1732,55765,11488,0.78,13791,21834,14078,19587,149934,72442
3166,15205,15205,62979,49256,0.82,12430,65226,54129,0.18,2781,321,-430,15205,65392,51322,15205,2310,715,0.11,1618,61479,21500,0.10,1488,41403,9138,0.77,11658,18823,12091,17251,126401,44211
3167,6000,6000,59421,47484,0.81,4865,62952,54160,0.20,1199,-281,-931,6000,61643,49604,6000,2185,676,0.11,649,58504,23960,0.10,601,41166,10129,0.76,4562,17057,11642,6766,120995,49541
3168,11844,11844,42325,31620,0.80,9478,44994,36903,0.12,1408,505,-152,11844,43806,32878,11844,1465,300,0.14,1635,47268,16988,0.12,1399,37297,7095,0.62,7375,12555,7549,13448,56773,7091
3169,12123,12123,49403,42304,0.81,9880,52604,47514,0.16,1925,57,-485,12123,51098,43786,12123,1660,549,0.13,1608,43819,19876,0.12,1457,29256,8385,0.73,8832,12871,8856,13740,75249,24096
3170,11803,11803,57960,47350,0.78,9223,61186,53331,0.21,2474,-1290,-1200,11803,60229,49076,11803,2242,680,0.11,1247,64591,22811,0.10,1149,46394,10153,0.75,8858,16733,11072,13112,124766,51169
3171,12575,12575,42023,35698,0.81,10141,44611,40649,0.13,1659,16,-283,12575,43648,37633,12575,1586,379,0.13,1575,75504,23618,0.11,1443,65181,10819,0.69,8649,10137,6476,14275,51785,10919
3172,13521,13521,51584,42810,0.80,10806,54194,47430,0.16,2100,-756,-864,13521,53637,44471,13521,2028,560,0.09,1252,67622,30455,0.09,1176,49354,13216,0.74,9946,13930,8850,15360,118190,40389
3173,17232,17232,54514,45884,0.83,14226,56824,50651,0.20,3531,-2526,-2002,17232,56605,47670,17232,2046,632,0.10,1663,72055,27764,0.09,1554,53569,12322,0.76,13182,14602,9615,18872,88321,35687
3174,22709,22709,44335,40137,0.83,18810,47281,44524,0.10,2285,-848,-1035,22709,46042,41907,22709,1685,504,0.13,2931,51240,23979,0.12,2690,37348,10819,0.72,16400,10350,7452,25728,60676,16991
3175,28631,28631,47303,40468,0.77,21964,48722,45342,0.11,3208,-177,-836,28631,49067,42208,28631,1743,468,0.18,5031,54455,30400,0.16,4713,35773,13050,0.74,21119,11693,7344,32487,66119,17889
3177,5801,5801,43074,40280,0.75,4324,46336,44803,0.07,434,-1807,-1547,5801,44597,41620,5801,1515,365,0.21,1206,51438,37864,0.20,1160,28492,14018,0.74,4278,9259,6732,6626,46331,13259
3178,21778,21778,60632,50497,0.82,17807,63497,55520,0.20,4315,-2563,-1972,21778,63154,52494,21778,2489,772,0.08,1792,157153,30000,0.08,1689,139416,12049,0.78,17021,17020,11626,23958,145953,67794
3179,3819,3819,56075,46549,0.81,3109,59321,52130,0.16,608,-2576,-2168,3819,58262,48391,3819,2138,679,0.10,381,63901,26447,0.09,356,46138,11170,0.75,2872,15825,10338,4321,117356,52886
3180,4768,4768,56680,48254,0.79,3770,61498,53858,0.17,792,-1658,-1630,4768,58819,49890,4768,2120,694,0.09,425,77710,22282,0.08,391,60231,9433,0.76,3634,15591,10566,5411,139420,59661
3181,14560,14560,87883,64796,0.85,12364,81914,66790,0.14,2038,-119,-566,14560,91438,67552,14560,3434,1124,0.11,1612,133128,21633,0.10,1496,105258,8590,0.85,12410,28347,15796,18342,141250,37412
3182,17723,17723,76095,56287,0.83,14795,71301,59040,0.12,2190,59,86,17723,79616,58916,17723,3478,963,0.13,2319,72116,21462,0.12,2139,46135,8180,0.83,14646,23877,13416,25273,129128,22934
3183,12591,12591,76258,56561,0.83,10426,70122,58053,0.12,1515,1273,0,12591,79602,58851,12591,3326,931,0.13,1651,115506,21413,0.12,1501,91962,8201,0.82,10278,24152,13685,15587,152907,35836
3184,11045,11045,94496,65504,0.82,9034,83136,66076,0.15,1702,-27,46,11045,98693,68504,11045,4122,1192,0.14,1525,86927,26764,0.13,1442,52509,9637,0.84,9318,32082,16505,13355,191303,61220
3185,9099,9099,91144,59815,0.78,7080,81096,62157,0.16,1481,1657,684,9099,95730,62751,9099,4518,1038,0.12,1104,104274,26778,0.11,1011,62097,10329,0.81,7334,32654,15847,10422,224871,64198
3186,16591,16591,139506,65702,0.62,10332,103642,62768,0.21,3556,2321,1577,16591,146888,70437,16591,7152,940,0.10,1730,184239,34193,0.10,1631,121004,13118,0.77,12796,62823,21161,17667,549122,136722
3187,10456,10456,97931,56568,0.68,7118,91547,62233,0.21,2179,1789,617,10456,102305,60010,10456,4186,864,0.10,1038,194947,31311,0.09,962,163177,13488,0.75,7883,38990,18417,11186,305971,111269
3188,11765,11765,99462,59440,0.74,8694,95603,64318,0.18,2165,-590,-524,11765,103631,62603,11765,4057,925,0.10,1185,105992,28400,0.09,1114,75941,10083,0.77,9060,39021,18151,13125,266186,102848
3189,4066,4066,66236,51923,0.78,3185,69724,58165,0.17,711,-399,-1026,4066,68776,54024,4066,2515,796,0.11,428,86626,28250,0.10,401,67509,11314,0.77,3144,20267,13067,4563,143873,64970
3190,7468,7468,74263,57648,0.80,6000,77647,63340,0.16,1168,-1428,-960,7468,77166,60400,7468,2861,951,0.10,784,62966,25150,0.10,743,39589,10263,0.80,5938,23340,14867,8300,158689,78005
3191,7106,7106,98811,61379,0.71,5045,93136,65999,0.18,1297,-407,-384,7106,103034,64936,7106,4064,950,0.10,724,108303,27700,0.10,689,78202,9977,0.77,5478,38344,18898,7711,331858,121105
3192,14930,14930,67430,53516,0.79,11860,70714,59828,0.15,2285,-476,-544,14930,70165,55698,14930,2688,838,0.10,1452,61797,24112,0.09,1365,41065,9506,0.78,11620,20565,13271,16610,150726,70076
3193,13442,13442,101181,56004,0.67,9046,90594,61215,0.19,2608,328,218,13442,105592,59742,13442,4301,809,0.09,1216,88861,30064,0.09,1152,54506,10464,0.74,9990,41914,18142,14646,359080,144618
3194,8945,8945,70311,54982,0.78,6974,72202,60927,0.16,1454,529,-502,8945,73099,57215,8945,2735,850,0.09,802,75584,24280,0.09,762,52865,9597,0.78,7007,21746,13742,9947,183856,77434
3195,23206,23206,71793,55938,0.80,18672,73023,60888,0.19,4318,-1292,-1300,23206,74746,58396,23206,2860,924,0.09,2096,136271,29134,0.09,1993,114014,11048,0.79,18378,22365,14305,26088,182854,87694
3196,15981,15981,65242,54588,0.82,13074,67865,59824,0.14,2301,-1231,-1410,15981,67864,56781,15981,2595,932,0.09,1509,72822,29285,0.09,1431,49452,11626,0.80,12850,18558,12864,18334,150634,76352
3197,7553,7553,70992,53484,0.78,5867,67569,58096,0.18,1339,-396,-232,7553,73944,56065,7553,2866,850,0.09,706,93317,30042,0.09,687,66874,12954,0.78,5911,22645,13242,8571,203462,83638
3198,9966,9966,56889,50071,0.81,8105,60754,55384,0.11,1074,-1631,-1092,9966,59263,52118,9966,2344,824,0.11,1071,56167,25722,0.10,1020,35669,10772,0.79,7851,14734,10871,11891,111930,60706
3199,32236,32236,57165,47188,0.79,25611,59785,52293,0.12,3762,-508,-842,32236,59613,49144,32236,2408,770,0.10,3175,67823,28553,0.09,3019,44450,11635,0.76,24641,15710,10460,37959,134048,55433
3200,2553,2553,46634,43302,0.84,2148,48538,45722,0.05,130,-1386,-1097,2553,48376,44881,2553,1677,491,0.08,204,45017,27660,0.08,201,25660,10427,0.76,1947,10282,7706,3294,60880,27025
3201,12788,12788,54790,50644,0.87,11164,56770,53912,0.08,1027,-2060,-1989,12788,56999,52504,12788,2188,844,0.08,1044,66020,30218,0.08,988,48951,13378,0.82,10531,12891,9802,14596,85137,46144
3202,1675,1675,68229,52241,0.80,1347,68687,57036,0.19,311,-1480,-1967,1675,70861,54139,1675,2547,798,0.11,185,116948,36168,0.11,177,90967,13895,0.78,1311,21132,12503,1864,131684,64383
3204,20910,20910,74320,54346,0.79,16452,75786,59764,0.19,3998,-258,-196,20910,77359,56885,20910,2931,825,0.11,2291,68314,23454,0.10,2097,45574,8908,0.77,16037,24888,14923,22965,175860,67579
3205,8010,8010,91661,64622,0.80,6373,86561,68851,0.17,1377,-1021,-676,8010,95894,67808,8010,3965,1023,0.11,911,95758,27807,0.11,848,59039,11312,0.81,6519,32112,17601,9708,210242,51198
3206,6979,6979,144238,71843,0.69,4792,115972,74582,0.25,1721,-637,371,6979,151614,76614,6979,7281,1401,0.12,828,157178,34018,0.11,799,87586,12068,0.80,5556,61903,22273,8073,457677,131325
3207,11901,11901,102902,69380,0.78,9310,95026,75000,0.21,2551,-716,-611,11901,108102,72939,11901,5073,1360,0.11,1255,113203,27417,0.10,1171,79738,9847,0.81,9683,37479,20187,13859,264257,89763
3211,788,788,74822,48940,0.77,607,64449,54049,0.20,157,643,0,788,77581,51258,788,2689,723,0.09,72,51163,26612,0.09,70,44291,17614,0.77,607,25911,12223,915,193931,80513
3212,10405,10405,60468,52499,0.84,8746,63843,57824,0.12,1274,-305,-370,10405,62956,54693,10405,2458,996,0.08,796,88673,26262,0.07,770,71038,11494,0.80,8294,16345,12222,11565,138982,68857
3214,10955,10955,45268,41673,0.84,9214,47117,44738,0.05,531,175,-92,10955,47008,43310,10955,1731,624,0.09,957,44587,26421,0.08,895,28164,12551,0.75,8188,10020,7376,13179,71158,24595
